Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,69,Personal Travel,Business,409,3,3,4,3,2,2,1,0,16
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2032,3,3,4,3,2,3,2,39,46
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1610,5,5,5,3,5,5,2,0,8
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1180,3,3,4,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1776,3,3,4,3,4,4,4,15,2
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1292,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1357,3,3,3,2,5,5,2,0,0
dissatisfied,Female,Loyal Customer,30,Personal Travel,Eco,2062,3,3,4,4,1,4,4,184,176
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1511,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1695,3,3,4,3,3,4,3,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1546,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1895,3,3,4,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1651,3,3,4,3,2,4,2,18,8
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,972,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,396,4,4,4,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1700,3,3,4,3,2,3,2,9,8
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1757,2,2,2,5,5,3,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1736,4,4,4,4,5,5,3,23,12
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1786,3,3,4,3,2,4,2,21,7
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1965,3,3,4,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1595,3,3,4,3,5,4,5,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1976,5,1,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1704,3,3,4,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1345,3,3,4,3,3,3,3,0,11
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1878,3,3,4,3,4,3,4,14,17
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,347,5,5,5,4,5,5,3,1,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1747,2,3,2,5,5,5,5,28,41
satisfied,Female,Loyal Customer,10,Personal Travel,Business,1544,4,4,4,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1592,3,3,4,3,2,3,2,98,93
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,339,4,4,4,5,5,5,4,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,344,2,2,2,4,5,5,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1711,2,2,2,5,5,5,3,10,
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,330,5,5,5,5,5,4,5,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1409,3,3,3,5,5,5,4,30,4
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,361,5,5,5,5,5,2,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1051,3,3,4,3,4,3,4,0,13
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1813,3,3,4,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1584,3,3,4,3,4,3,4,47,55
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1704,2,2,2,5,5,5,5,16,14
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1989,3,3,4,3,5,3,5,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1552,5,3,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1503,3,3,4,3,2,3,2,14,14
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1849,5,1,1,3,5,5,2,7,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1174,5,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1929,3,3,4,3,2,3,2,1,7
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1948,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1919,3,3,4,3,3,4,3,59,61
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,287,5,5,5,4,5,5,1,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1180,5,3,3,4,5,5,5,2,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,255,5,1,1,1,5,5,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1015,4,4,4,5,5,5,5,40,30
satisfied,Female,Loyal Customer,24,Personal Travel,Business,1265,3,3,3,3,5,5,4,16,12
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,275,4,4,4,5,5,5,3,15,5
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,251,3,3,3,5,5,5,5,5,11
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1558,3,3,4,3,4,4,4,127,108
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2023,3,3,4,3,4,3,4,21,42
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1370,3,3,4,3,1,3,1,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,244,2,2,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1567,3,3,4,3,4,4,4,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1195,1,1,1,5,5,5,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,242,5,5,5,4,5,5,4,0,3
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1899,4,4,4,5,5,5,1,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1453,3,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1279,3,3,3,4,5,5,3,1,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1873,3,3,4,3,5,3,5,0,11
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,924,3,3,4,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1286,3,3,4,3,1,3,1,25,14
satisfied,Female,Loyal Customer,61,Personal Travel,Business,99,1,1,1,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,919,3,3,4,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1109,3,3,4,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1782,3,3,4,3,5,3,5,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,67,3,3,3,3,5,5,1,19,27
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,97,1,1,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1567,5,4,5,5,5,1,5,3,18
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,210,4,4,4,4,5,5,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,89,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,204,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1471,3,3,4,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1489,3,3,4,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1529,3,3,4,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1386,3,3,4,3,2,4,2,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,86,3,3,3,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1304,3,3,4,3,4,3,4,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1213,5,5,5,4,5,5,4,3,11
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1355,4,4,4,1,5,5,3,27,30
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,74,5,2,5,4,5,5,3,28,22
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,142,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1234,3,3,4,3,4,3,4,30,31
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1177,3,3,4,3,3,3,3,25,24
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1045,4,2,4,4,5,5,4,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1181,4,4,4,4,5,5,4,0,5
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1773,3,3,4,3,3,4,3,6,4
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1134,3,3,4,3,2,3,2,73,76
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,274,2,2,2,4,5,5,3,0,1
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1307,3,3,3,5,5,5,4,1,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1837,3,4,1,4,1,1,1,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2146,3,4,1,4,1,1,1,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,2746,1,1,1,5,5,5,4,4,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,3535,2,5,2,5,5,5,5,0,
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2200,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2499,3,4,2,4,5,3,5,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Business,2504,3,4,2,1,1,3,1,269,264
dissatisfied,Male,Loyal Customer,30,Personal Travel,Business,1166,3,4,2,4,2,3,2,11,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1398,5,4,1,3,5,5,5,67,60
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,3930,3,4,3,3,1,3,3,4,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3626,5,2,2,1,5,5,5,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3526,5,3,3,1,5,5,1,28,17
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3203,3,3,3,4,5,5,4,8,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2900,,4,3,4,4,3,4,7,7
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3124,5,5,5,4,5,5,4,21,2
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2609,3,4,3,4,5,3,5,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2819,3,4,3,4,1,4,1,5,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2092,3,4,3,4,5,3,5,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2509,3,4,3,4,3,4,3,33,12
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2339,4,4,4,4,5,5,4,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2697,1,5,1,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1771,3,4,3,4,4,4,4,2,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2524,3,4,3,4,4,4,4,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2126,1,1,1,5,5,4,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2369,5,5,5,4,5,5,3,5,18
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,635,1,1,1,4,5,5,5,32,19
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1375,3,4,3,4,5,4,5,6,2
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2270,3,3,3,4,5,5,4,3,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1370,1,1,1,5,5,5,5,28,29
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2151,2,2,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1614,3,4,3,4,2,3,2,1,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,451,1,1,1,5,5,5,4,16,11
satisfied,Female,Loyal Customer,45,Personal Travel,Business,343,1,4,1,5,5,5,3,9,28
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1338,5,5,5,1,5,5,5,0,6
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,328,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1284,3,4,3,4,2,3,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3600,2,2,2,4,5,5,4,1,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,3608,3,3,3,5,5,3,5,1,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2918,3,4,4,4,4,3,4,10,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1714,4,4,4,5,5,5,3,1,11
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,3305,3,4,4,4,3,4,3,0,6
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1471,2,2,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,,Personal Travel,Eco,2447,2,2,2,4,5,5,3,10,6
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1239,3,3,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2165,2,2,2,5,5,5,5,0,0
dissatisfied,Female,Loyal Customer,36,Personal Travel,Eco,2973,3,4,4,1,4,4,1,251,221
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2092,3,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2379,3,4,4,4,5,3,5,10,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2206,3,4,4,4,2,3,2,16,16
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1904,3,4,4,4,3,4,3,0,12
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2323,3,3,3,5,5,5,5,0,16
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1493,3,3,3,5,5,5,3,0,26
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2040,3,4,4,4,2,2,2,2,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,453,5,1,5,5,5,5,5,1,2
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1579,3,4,4,4,1,4,1,29,18
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1999,3,5,1,5,3,2,3,0,2
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1872,3,5,2,5,2,3,2,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1530,3,5,2,5,1,3,1,7,5
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2172,3,5,3,5,3,3,3,3,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1634,1,1,1,4,5,5,4,71,117
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1202,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1631,3,5,3,5,2,2,2,74,73
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1490,4,4,4,5,5,5,3,46,33
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1679,3,5,4,5,1,3,1,0,1
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,54,5,3,5,5,5,5,5,15,6
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1940,5,4,4,3,5,5,4,49,77
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1717,3,0,2,0,3,3,3,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1822,3,0,2,0,2,5,2,0,3
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1860,3,0,2,5,5,5,5,115,183
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1926,3,0,2,0,1,3,1,0,9
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,914,5,3,3,3,5,5,1,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1775,3,0,2,0,5,2,5,6,8
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,299,5,3,3,2,5,5,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1445,3,0,3,0,5,2,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1329,3,0,3,0,1,4,1,0,2
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1891,3,0,3,0,1,4,1,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1942,3,0,3,0,4,4,4,75,73
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1786,3,0,3,0,5,2,5,64,54
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1624,3,3,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1376,3,0,3,0,4,2,4,37,40
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1899,3,0,3,3,5,1,5,399,432
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1244,3,0,3,0,2,4,2,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1604,3,0,3,0,3,3,3,45,46
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1618,3,0,3,0,2,1,2,13,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1285,5,5,5,5,5,1,5,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,78,5,5,5,2,5,5,5,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1013,5,5,5,3,5,5,3,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1471,3,0,3,0,1,4,1,43,37
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1287,3,0,3,0,3,4,3,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1425,1,2,1,4,5,5,5,0,8
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,1317,3,0,4,0,3,5,3,18,19
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2032,3,3,3,5,5,5,5,2,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1279,4,2,4,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1442,3,0,4,0,2,4,2,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,258,3,5,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1569,3,0,4,0,1,3,1,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1370,3,0,4,0,2,4,2,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1309,3,0,4,0,2,1,2,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,205,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,953,3,0,4,0,1,4,1,20,30
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1872,2,2,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2340,3,1,1,1,5,3,5,170,155
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,331,3,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2079,3,3,3,4,5,5,5,29,25
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1886,3,1,2,1,3,2,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2041,3,1,2,1,5,4,5,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1598,5,5,5,5,5,2,5,1,7
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1572,3,1,3,1,5,4,5,44,31
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1881,3,1,3,1,4,4,4,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1828,4,4,4,5,5,5,4,16,5
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1885,5,2,5,5,5,5,5,3,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1677,3,1,3,1,2,3,2,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1773,3,1,4,1,3,4,3,25,27
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,468,1,1,1,3,5,5,2,0,3
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,404,3,3,3,4,5,5,3,1,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2075,3,1,4,1,2,4,2,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1259,3,1,4,1,2,4,2,69,65
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1195,5,4,4,3,5,5,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2164,3,1,4,1,3,3,3,24,22
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,3336,3,2,1,5,2,1,5,21,17
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2494,5,3,5,5,5,5,4,2,6
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2767,3,2,1,2,3,3,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,687,5,1,1,4,5,5,3,9,1
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1387,3,2,1,2,5,2,5,3,16
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1194,5,2,2,5,5,1,5,59,39
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1994,5,3,3,5,5,4,5,0,8
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,3538,3,2,2,2,4,4,4,11,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1118,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2004,3,2,2,2,5,2,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1811,3,2,2,2,3,2,3,32,60
dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco,2626,3,2,2,3,1,3,3,151,155
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1821,3,2,2,2,3,2,3,26,26
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,3617,5,3,3,2,5,5,2,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,4126,5,2,2,5,5,4,5,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,3507,5,5,5,5,5,3,5,52,65
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,3467,3,2,3,2,3,2,3,40,34
dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,3647,3,2,3,2,4,3,1,104,150
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3540,3,2,3,2,3,3,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3081,3,2,3,2,5,3,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,3239,3,2,3,2,1,2,1,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2587,3,2,3,2,2,4,2,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2988,3,2,3,2,2,5,2,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2881,3,2,3,2,5,4,5,4,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2626,3,2,3,2,3,3,3,33,29
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2635,3,2,3,2,2,4,2,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1139,3,3,3,5,5,5,4,15,23
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2440,3,2,3,2,5,5,5,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2840,3,2,3,2,5,3,5,31,11
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2647,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1980,3,2,3,2,5,3,5,14,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,949,3,3,3,5,5,5,5,17,5
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2382,3,3,3,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1755,3,2,3,2,2,3,2,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2466,2,2,2,4,5,5,4,9,10
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2402,4,2,4,4,5,5,4,0,5
satisfied,Female,Loyal Customer,45,Personal Travel,Business,762,5,5,5,5,5,2,5,30,14
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2279,3,2,3,2,3,2,3,113,94
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,706,4,4,4,5,5,5,5,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,646,1,1,1,4,5,5,5,21,34
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1821,5,5,5,5,5,5,3,31,21
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1854,3,2,3,2,2,3,2,57,56
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1871,3,2,3,2,3,4,3,1,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1771,3,2,3,2,4,3,4,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2336,3,2,3,2,2,3,2,0,4
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,460,2,2,2,4,5,5,4,0,21
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,459,3,3,3,5,5,4,5,32,32
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,461,2,2,2,4,5,5,5,0,
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,3909,2,2,2,5,5,5,5,13,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,3467,3,2,4,2,3,4,3,88,42
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3439,1,1,1,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,3932,3,2,4,2,1,1,1,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Business,1446,5,5,5,5,5,4,5,3,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1132,5,4,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1094,1,1,1,5,5,4,5,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2859,1,1,1,4,5,5,5,85,72
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2128,3,2,4,2,2,3,2,49,29
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,888,5,2,5,2,5,5,4,106,115
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2438,3,2,4,2,5,3,5,0,0
